"cuenta";"iniciodeuda";"iniciofechadeuda";"ultimafechadeuda";"idciclo"
8565;2021;"2021-10-01";"2023-02-01";93
8573;2023;"2023-01-02";"2023-02-01";93
8574;2022;"2022-09-01";"2023-02-01";93
8577;2023;"2023-02-01";"2023-02-01";93
8583;2005;"2005-11-01";"2023-02-01";93
8584;2022;"2022-07-01";"2023-02-01";93
8586;2022;"2022-09-01";"2023-02-01";93
8592;2023;"2023-02-01";"2023-02-01";93
8593;2022;"2022-10-01";"2023-02-01";93
8594;2018;"2018-12-04";"2023-02-01";93
8595;2023;"2023-02-01";"2023-02-01";93
8596;2023;"2023-01-02";"2023-02-01";93
8600;2018;"2018-08-06";"2023-02-01";93
8602;2023;"2023-01-02";"2023-02-01";93
8603;2022;"2022-12-01";"2023-02-01";93
8606;2022;"2022-07-01";"2023-02-01";93
8947;2023;"2023-01-02";"2023-02-01";93
9370;2021;"2021-10-01";"2023-02-01";93
10020;2021;"2021-06-01";"2023-02-01";93
10021;2023;"2023-02-01";"2023-02-01";93
10116;2021;"2021-08-02";"2023-02-01";93
10358;2023;"2023-02-01";"2023-02-01";93
10472;2022;"2022-08-01";"2023-02-01";93
10519;2022;"2022-03-02";"2023-02-01";93
10651;2023;"2023-02-01";"2023-02-01";93
10774;2023;"2023-02-01";"2023-02-01";93
10785;2022;"2022-11-02";"2023-02-01";93
10797;2023;"2023-01-02";"2023-02-01";93
10801;2022;"2022-09-01";"2023-02-01";93
10824;2023;"2023-02-01";"2023-02-01";93
10849;2022;"2022-12-01";"2023-02-01";93
10859;2022;"2022-09-01";"2023-02-01";93
10876;2023;"2023-02-01";"2023-02-01";93
10895;2023;"2023-01-02";"2023-02-01";93
10896;2022;"2022-12-01";"2023-02-01";93
10902;2022;"2022-10-01";"2023-02-01";93
10905;2022;"2022-09-01";"2023-02-01";93
10914;2022;"2022-08-01";"2023-02-01";93
10922;2023;"2023-02-01";"2023-02-01";93
10930;2022;"2022-12-01";"2023-02-01";93
11071;2022;"2022-12-01";"2023-02-01";93
11075;2022;"2022-02-01";"2023-02-01";93
11082;2023;"2023-02-01";"2023-02-01";93
11093;2023;"2023-02-01";"2023-02-01";93
11122;2022;"2022-12-01";"2023-02-01";93
11132;2022;"2022-06-01";"2023-02-01";93
11134;2022;"2022-11-02";"2023-02-01";93
11137;2023;"2023-02-01";"2023-02-01";93
11171;2022;"2022-10-01";"2023-02-01";93
11174;2023;"2023-02-01";"2023-02-01";93
11180;2018;"2018-06-08";"2023-02-01";93
11182;2023;"2023-02-01";"2023-02-01";93
11188;2008;"2008-07-01";"2023-02-01";93
11196;2022;"2022-12-01";"2023-02-01";93
11201;2023;"2023-02-01";"2023-02-01";93
11204;2023;"2023-02-01";"2023-02-01";93
11205;2022;"2022-09-01";"2023-02-01";93
11210;2021;"2021-08-02";"2023-02-01";93
11212;2022;"2022-01-03";"2023-02-01";93
11218;2020;"2020-09-01";"2023-02-01";93
11228;2023;"2023-02-01";"2023-02-01";93
11232;2022;"2022-02-01";"2023-02-01";93
11238;2007;"2007-10-01";"2023-02-01";93
11242;2023;"2023-02-01";"2023-02-01";93
11260;2018;"2018-06-08";"2023-02-01";93
11272;2022;"2022-10-01";"2023-02-01";93
11274;2022;"2022-10-01";"2023-02-01";93
11297;2019;"2019-12-02";"2023-02-01";93
11301;2017;"2017-09-01";"2023-02-01";93
11305;2022;"2022-09-01";"2023-02-01";93
11328;2022;"2022-12-01";"2023-02-01";93
11370;2023;"2023-02-01";"2023-02-01";93
11392;2021;"2021-10-01";"2023-02-01";93
11398;2022;"2022-08-01";"2023-02-01";93
11407;2022;"2022-07-01";"2023-02-01";93
11415;2007;"2007-03-01";"2023-02-01";93
11416;2007;"2007-03-01";"2023-02-01";93
11444;2018;"2018-03-02";"2023-02-01";93
11448;2023;"2023-02-01";"2023-02-01";93
11466;2022;"2022-11-02";"2023-02-01";93
11469;2023;"2023-02-01";"2023-02-01";93
11470;2022;"2022-10-01";"2023-02-01";93
11474;2022;"2022-11-02";"2023-02-01";93
11483;2022;"2022-11-02";"2023-02-01";93
11484;2023;"2023-02-01";"2023-02-01";93
11492;2009;"2009-04-01";"2023-02-01";93
11493;2016;"2016-03-02";"2023-02-01";93
11498;2023;"2023-01-02";"2023-02-01";93
11502;2023;"2023-02-01";"2023-02-01";93
11510;2022;"2022-05-03";"2023-02-01";93
11527;2023;"2023-02-01";"2023-02-01";93
11540;2022;"2022-09-01";"2023-02-01";93
11541;2022;"2022-10-01";"2023-02-01";93
11561;2022;"2022-03-02";"2023-02-01";93
11567;2022;"2022-06-01";"2023-02-01";93
11569;2021;"2021-09-01";"2023-02-01";93
11573;2023;"2023-02-01";"2023-02-01";93
11583;2014;"2014-04-30";"2023-02-01";93
11589;2016;"2016-07-01";"2023-02-01";93
11596;2022;"2022-12-01";"2023-02-01";93
11601;2022;"2022-03-02";"2023-02-01";93
11617;2022;"2022-10-01";"2023-02-01";93
11618;2023;"2023-02-01";"2023-02-01";93
11625;2022;"2022-09-01";"2023-02-01";93
11643;2023;"2023-02-01";"2023-02-01";93
11667;2022;"2022-09-01";"2023-02-01";93
11669;2020;"2020-02-03";"2023-02-01";93
11672;2023;"2023-02-01";"2023-02-01";93
11676;2023;"2023-02-01";"2023-02-01";93
11677;2022;"2022-10-01";"2023-02-01";93
11678;2022;"2022-04-01";"2023-02-01";93
11679;2022;"2022-05-03";"2023-02-01";93
11703;2018;"2018-12-28";"2023-02-01";93
11706;2022;"2022-11-02";"2023-02-01";93
11707;2022;"2022-12-01";"2023-02-01";93
11715;2022;"2022-06-01";"2023-02-01";93
11732;2022;"2022-09-01";"2023-02-01";93
11735;2023;"2023-02-01";"2023-02-01";93
11761;2023;"2023-02-01";"2023-02-01";93
11776;2022;"2022-04-01";"2023-02-01";93
11777;2023;"2023-02-01";"2023-02-01";93
11781;2023;"2023-01-02";"2023-02-01";93
11782;2023;"2023-02-01";"2023-02-01";93
11789;2023;"2023-02-01";"2023-02-01";93
11792;2023;"2023-01-02";"2023-02-01";93
11797;2022;"2022-03-02";"2023-02-01";93
11798;2020;"2020-03-03";"2023-02-01";93
11813;2022;"2022-05-03";"2023-02-01";93
11814;2023;"2023-01-02";"2023-02-01";93
11821;2022;"2022-12-01";"2023-02-01";93
11830;2023;"2023-02-01";"2023-02-01";93
11836;2023;"2023-01-02";"2023-02-01";93
11850;2021;"2021-04-06";"2023-02-01";93
11852;2022;"2022-12-01";"2023-02-01";93
11853;2023;"2023-01-02";"2023-02-01";93
11863;2023;"2023-02-01";"2023-02-01";93
11874;2022;"2022-11-02";"2023-02-01";93
11903;2022;"2022-10-01";"2023-02-01";93
11927;2023;"2023-02-01";"2023-02-01";93
11934;2019;"2019-10-01";"2023-02-01";93
11935;2023;"2023-01-02";"2023-02-01";93
11941;2023;"2023-01-02";"2023-02-01";93
11942;2022;"2022-05-03";"2023-02-01";93
11955;2021;"2021-06-01";"2023-02-01";93
11975;2023;"2023-02-01";"2023-02-01";93
11976;2022;"2022-12-01";"2023-02-01";93
11977;2016;"2016-11-07";"2023-02-01";93
11982;2023;"2023-02-01";"2023-02-01";93
11987;2023;"2023-02-01";"2023-02-01";93
11988;2023;"2023-02-01";"2023-02-01";93
11990;2022;"2022-04-01";"2023-02-01";93
11999;2023;"2023-01-02";"2023-02-01";93
12007;2022;"2022-10-01";"2023-02-01";93
12014;2022;"2022-10-01";"2023-02-01";93
12015;2023;"2023-01-02";"2023-02-01";93
12030;2023;"2023-01-02";"2023-02-01";93
12040;2023;"2023-01-02";"2023-02-01";93
12054;2022;"2022-08-01";"2023-02-01";93
12085;2022;"2022-06-01";"2023-02-01";93
12087;2021;"2021-09-01";"2023-02-01";93
12093;2022;"2022-05-03";"2023-02-01";93
12094;2023;"2023-02-01";"2023-02-01";93
12109;2022;"2022-10-01";"2023-02-01";93
12112;2017;"2017-03-02";"2023-02-01";93
12115;2022;"2022-12-01";"2023-02-01";93
12125;2022;"2022-04-01";"2023-02-01";93
12140;2022;"2022-05-03";"2023-02-01";93
12148;2023;"2023-02-01";"2023-02-01";93
12151;2022;"2022-05-03";"2023-02-01";93
12157;2023;"2023-02-01";"2023-02-01";93
12168;2022;"2022-09-01";"2023-02-01";93
12174;2022;"2022-11-02";"2023-02-01";93
12183;2023;"2023-02-01";"2023-02-01";93
12184;2022;"2022-10-01";"2023-02-01";93
12185;2022;"2022-10-01";"2023-02-01";93
12189;2022;"2022-10-01";"2023-02-01";93
12195;2023;"2023-02-01";"2023-02-01";93
12206;2022;"2022-02-01";"2023-02-01";93
12209;2023;"2023-02-01";"2023-02-01";93
12211;2022;"2022-12-01";"2023-02-01";93
12212;2022;"2022-02-01";"2023-02-01";93
12218;2023;"2023-02-01";"2023-02-01";93
12247;2022;"2022-03-02";"2023-02-01";93
12257;2023;"2023-02-01";"2023-02-01";93
12258;2022;"2022-09-01";"2023-02-01";93
12266;2023;"2023-01-02";"2023-02-01";93
12267;2017;"2017-08-01";"2023-02-01";93
12268;2023;"2023-01-02";"2023-02-01";93
12270;2023;"2023-02-01";"2023-02-01";93
12271;2023;"2023-01-02";"2023-02-01";93
12278;2022;"2022-12-01";"2023-02-01";93
12279;2023;"2023-02-01";"2023-02-01";93
12281;2023;"2023-02-01";"2023-02-01";93
12292;2022;"2022-09-01";"2023-02-01";93
12298;2022;"2022-10-01";"2023-02-01";93
12319;2018;"2018-12-28";"2023-02-01";93
12321;2022;"2022-06-01";"2023-02-01";93
12327;2022;"2022-03-02";"2023-02-01";93
12328;2021;"2021-10-01";"2023-02-01";93
12330;2023;"2023-02-01";"2023-02-01";93
12332;2023;"2023-02-01";"2023-02-01";93
12337;2022;"2022-01-03";"2023-02-01";93
12338;2022;"2022-07-01";"2023-02-01";93
12340;2023;"2023-02-01";"2023-02-01";93
12341;2023;"2023-01-02";"2023-02-01";93
12348;2023;"2023-01-02";"2023-02-01";93
12350;2022;"2022-11-02";"2023-02-01";93
12351;2023;"2023-02-01";"2023-02-01";93
12358;2023;"2023-01-02";"2023-02-01";93
12359;2018;"2018-07-09";"2023-02-01";93
12360;2023;"2023-01-02";"2023-02-01";93
12369;2023;"2023-01-02";"2023-02-01";93
12375;2018;"2018-08-06";"2023-02-01";93
12376;2022;"2022-08-01";"2023-02-01";93
12380;2022;"2022-09-01";"2023-02-01";93
12398;2023;"2023-01-02";"2023-02-01";93
12407;2022;"2022-05-03";"2023-02-01";93
12408;2022;"2022-12-01";"2023-02-01";93
12413;2023;"2023-02-01";"2023-02-01";93
12426;2018;"2018-12-04";"2023-02-01";93
12434;2022;"2022-05-03";"2023-02-01";93
12435;2022;"2022-07-01";"2023-02-01";93
12437;2023;"2023-02-01";"2023-02-01";93
12438;2023;"2023-02-01";"2023-02-01";93
12439;2022;"2022-07-01";"2023-02-01";93
12440;2018;"2018-10-04";"2023-02-01";93
12444;2022;"2022-08-01";"2023-02-01";93
12445;2020;"2020-03-03";"2023-02-01";93
12446;2021;"2021-07-01";"2023-02-01";93
12449;2023;"2023-02-01";"2023-02-01";93
12450;2021;"2021-12-01";"2023-02-01";93
12456;2020;"2020-05-01";"2023-02-01";93
12457;2023;"2023-02-01";"2023-02-01";93
12459;2021;"2021-11-04";"2023-02-01";93
12465;2023;"2023-02-01";"2023-02-01";93
12469;2023;"2023-02-01";"2023-02-01";93
12470;2022;"2022-12-01";"2023-02-01";93
12480;2021;"2021-03-01";"2023-02-01";93
12487;2022;"2022-09-01";"2023-02-01";93
12491;2022;"2022-12-01";"2023-02-01";93
12492;2022;"2022-10-01";"2023-02-01";93
12495;2022;"2022-12-01";"2023-02-01";93
12499;2022;"2022-01-03";"2023-02-01";93
12500;2023;"2023-02-01";"2023-02-01";93
12501;2023;"2023-01-02";"2023-02-01";93
12504;2022;"2022-11-02";"2023-02-01";93
12511;2023;"2023-02-01";"2023-02-01";93
12527;2022;"2022-10-01";"2023-02-01";93
12529;2022;"2022-12-01";"2023-02-01";93
12535;2022;"2022-01-03";"2023-02-01";93
12539;2022;"2022-11-02";"2023-02-01";93
12540;2021;"2021-10-01";"2023-02-01";93
12545;2023;"2023-02-01";"2023-02-01";93
12552;2022;"2022-10-01";"2023-02-01";93
12556;2022;"2022-12-01";"2023-02-01";93
12557;2022;"2022-07-01";"2023-02-01";93
12559;2022;"2022-07-01";"2023-02-01";93
12560;2022;"2022-11-02";"2023-02-01";93
12561;2023;"2023-02-01";"2023-02-01";93
12562;2023;"2023-01-02";"2023-02-01";93
12563;2017;"2017-12-04";"2023-02-01";93
12564;2010;"2010-10-08";"2023-02-01";93
12568;2022;"2022-10-01";"2023-02-01";93
12571;2022;"2022-12-01";"2023-02-01";93
12574;2023;"2023-02-01";"2023-02-01";93
12575;2023;"2023-02-01";"2023-02-01";93
12577;2022;"2022-04-01";"2023-02-01";93
12579;2023;"2023-02-01";"2023-02-01";93
12580;2022;"2022-12-01";"2023-02-01";93
12581;2020;"2020-02-03";"2023-02-01";93
12582;2022;"2022-04-01";"2023-02-01";93
12583;2022;"2022-05-03";"2023-02-01";93
12590;2015;"2015-05-21";"2023-02-01";93
12591;2023;"2023-01-02";"2023-02-01";93
12592;2023;"2023-01-02";"2023-02-01";93
12593;2022;"2022-09-01";"2023-02-01";93
12600;2023;"2023-02-01";"2023-02-01";93
12603;2022;"2022-05-03";"2023-02-01";93
12609;2023;"2023-01-02";"2023-02-01";93
12613;2023;"2023-02-01";"2023-02-01";93
12624;2022;"2022-03-02";"2023-02-01";93
12632;2023;"2023-01-02";"2023-02-01";93
12633;2022;"2022-08-01";"2023-02-01";93
12640;2023;"2023-01-02";"2023-02-01";93
12652;2023;"2023-02-01";"2023-02-01";93
12655;2022;"2022-07-01";"2023-02-01";93
12656;2023;"2023-02-01";"2023-02-01";93
12658;2023;"2023-02-01";"2023-02-01";93
12661;2022;"2022-01-03";"2023-02-01";93
12663;2023;"2023-02-01";"2023-02-01";93
12664;2023;"2023-01-02";"2023-02-01";93
12665;2022;"2022-10-01";"2023-02-01";93
12666;2022;"2022-06-01";"2023-02-01";93
12668;2023;"2023-01-02";"2023-02-01";93
12674;2023;"2023-01-02";"2023-02-01";93
12683;2022;"2022-11-02";"2023-02-01";93
12695;2018;"2018-11-06";"2023-02-01";93
12698;2022;"2022-10-01";"2023-02-01";93
12712;2023;"2023-02-01";"2023-02-01";93
12718;2023;"2023-02-01";"2023-02-01";93
12721;2022;"2022-09-01";"2023-02-01";93
12724;2022;"2022-12-01";"2023-02-01";93
12726;2022;"2022-09-01";"2023-02-01";93
12731;2023;"2023-01-02";"2023-02-01";93
12735;2018;"2018-12-28";"2023-02-01";93
12736;2023;"2023-02-01";"2023-02-01";93
12737;2023;"2023-02-01";"2023-02-01";93
12738;2017;"2017-09-01";"2023-02-01";93
12746;2023;"2023-01-02";"2023-02-01";93
12749;2022;"2022-10-01";"2023-02-01";93
12756;2021;"2021-08-02";"2023-02-01";93
12757;2023;"2023-01-02";"2023-02-01";93
12761;2022;"2022-04-01";"2023-02-01";93
12775;2023;"2023-01-02";"2023-02-01";93
12777;2022;"2022-03-02";"2023-02-01";93
12780;2023;"2023-02-01";"2023-02-01";93
12786;2022;"2022-11-02";"2023-02-01";93
12788;2023;"2023-02-01";"2023-02-01";93
12804;2022;"2022-12-01";"2023-02-01";93
12805;2023;"2023-01-02";"2023-02-01";93
12807;2023;"2023-02-01";"2023-02-01";93
12808;2019;"2019-09-02";"2023-02-01";93
12809;2017;"2017-12-04";"2023-02-01";93
12810;2022;"2022-06-01";"2023-02-01";93
12812;2023;"2023-02-01";"2023-02-01";93
12815;2023;"2023-02-01";"2023-02-01";93
12820;2023;"2023-01-02";"2023-02-01";93
12821;2020;"2020-02-03";"2023-02-01";93
12822;2022;"2022-10-01";"2023-02-01";93
12824;2022;"2022-02-01";"2023-02-01";93
12826;2023;"2023-01-02";"2023-02-01";93
12830;2023;"2023-02-01";"2023-02-01";93
12832;2022;"2022-12-01";"2023-02-01";93
12833;2023;"2023-01-02";"2023-02-01";93
12846;2019;"2019-12-02";"2023-02-01";93
12854;2022;"2022-12-01";"2023-02-01";93
12859;2023;"2023-02-01";"2023-02-01";93
12860;2023;"2023-02-01";"2023-02-01";93
12861;2022;"2022-10-01";"2023-02-01";93
12862;2023;"2023-02-01";"2023-02-01";93
12869;2008;"2008-09-21";"2023-02-01";93
12870;2021;"2021-03-01";"2023-02-01";93
12871;2023;"2023-01-02";"2023-02-01";93
12872;2022;"2022-02-01";"2023-02-01";93
12885;2023;"2023-02-01";"2023-02-01";93
12887;2022;"2022-03-02";"2023-02-01";93
12891;2023;"2023-02-01";"2023-02-01";93
12892;2022;"2022-08-01";"2023-02-01";93
12896;2023;"2023-02-01";"2023-02-01";93
12903;2015;"2015-08-17";"2023-02-01";93
12917;2023;"2023-02-01";"2023-02-01";93
12923;2021;"2021-05-04";"2023-02-01";93
12924;2022;"2022-09-01";"2023-02-01";93
12925;2022;"2022-11-02";"2023-02-01";93
12931;2023;"2023-01-02";"2023-02-01";93
12936;2022;"2022-11-02";"2023-02-01";93
12938;2022;"2022-11-02";"2023-02-01";93
12940;2022;"2022-06-01";"2023-02-01";93
12942;2021;"2021-11-04";"2023-02-01";93
12944;2022;"2022-09-01";"2023-02-01";93
12960;2023;"2023-02-01";"2023-02-01";93
12973;2022;"2022-09-01";"2023-02-01";93
12974;2013;"2013-05-31";"2023-02-01";93
12975;2023;"2023-02-01";"2023-02-01";93
12980;2022;"2022-04-01";"2023-02-01";93
12986;2022;"2022-06-01";"2023-02-01";93
12987;2023;"2023-02-01";"2023-02-01";93
12988;2022;"2022-11-02";"2023-02-01";93
12998;2022;"2022-09-01";"2023-02-01";93
13016;2022;"2022-09-01";"2023-02-01";93
13022;2022;"2022-05-03";"2023-02-01";93
13023;2023;"2023-02-01";"2023-02-01";93
13026;2022;"2022-10-01";"2023-02-01";93
13027;2022;"2022-05-03";"2023-02-01";93
13028;2023;"2023-02-01";"2023-02-01";93
13029;2022;"2022-11-02";"2023-02-01";93
13030;2022;"2022-11-02";"2023-02-01";93
13031;2022;"2022-11-02";"2023-02-01";93
13032;2019;"2019-04-04";"2023-02-01";93
13035;2022;"2022-11-02";"2023-02-01";93
13037;2023;"2023-02-01";"2023-02-01";93
13047;2022;"2022-09-01";"2023-02-01";93
13048;2023;"2023-02-01";"2023-02-01";93
13057;2023;"2023-01-02";"2023-02-01";93
13063;2023;"2023-02-01";"2023-02-01";93
13064;2023;"2023-02-01";"2023-02-01";93
13065;2023;"2023-02-01";"2023-02-01";93
13066;2023;"2023-02-01";"2023-02-01";93
13067;2018;"2018-04-02";"2023-02-01";93
13068;2010;"2010-10-08";"2023-02-01";93
13073;2023;"2023-02-01";"2023-02-01";93
13075;2022;"2022-10-01";"2023-02-01";93
13076;2023;"2023-02-01";"2023-02-01";93
13089;2020;"2020-03-03";"2023-02-01";93
13098;2002;"2002-06-01";"2023-02-01";93
13106;2021;"2021-04-06";"2023-02-01";93
13109;2003;"2003-05-08";"2023-02-01";93
13110;2021;"2021-10-01";"2023-02-01";93
13111;2022;"2022-01-03";"2023-02-01";93
13134;2022;"2022-01-03";"2023-02-01";93
13135;2023;"2023-01-02";"2023-02-01";93
13141;2023;"2023-02-01";"2023-02-01";93
13148;2022;"2022-08-01";"2023-02-01";93
13164;2023;"2023-01-02";"2023-02-01";93
13174;2021;"2021-09-01";"2023-02-01";93
13175;2012;"2012-12-11";"2023-02-01";93
13179;2023;"2023-01-02";"2023-02-01";93
13192;2023;"2023-02-01";"2023-02-01";93
13194;2005;"2005-03-10";"2023-02-01";93
13196;2022;"2022-10-01";"2023-02-01";93
13198;2014;"2014-07-31";"2023-02-01";93
13202;2022;"2022-10-01";"2023-02-01";93
13207;2023;"2023-02-01";"2023-02-01";93
13210;2022;"2022-04-01";"2023-02-01";93
13211;2022;"2022-02-01";"2023-02-01";93
13214;2022;"2022-09-01";"2023-02-01";93
13220;2022;"2022-10-01";"2023-02-01";93
13221;2022;"2022-11-02";"2023-02-01";93
13222;2018;"2018-07-09";"2023-02-01";93
13226;2023;"2023-01-02";"2023-02-01";93
13227;2023;"2023-02-01";"2023-02-01";93
13228;2023;"2023-01-02";"2023-02-01";93
13229;2023;"2023-02-01";"2023-02-01";93
13239;2023;"2023-02-01";"2023-02-01";93
13241;2023;"2023-02-01";"2023-02-01";93
13242;2021;"2021-02-01";"2023-02-01";93
13244;2016;"2016-11-07";"2023-02-01";93
13245;2023;"2023-02-01";"2023-02-01";93
13249;2023;"2023-01-02";"2023-02-01";93
13251;2023;"2023-02-01";"2023-02-01";93
13252;2023;"2023-02-01";"2023-02-01";93
13253;2023;"2023-02-01";"2023-02-01";93
13254;2023;"2023-01-02";"2023-02-01";93
13257;2022;"2022-08-01";"2023-02-01";93
13258;2022;"2022-05-03";"2023-02-01";93
13259;2023;"2023-01-02";"2023-02-01";93
13263;2023;"2023-01-02";"2023-02-01";93
13264;2020;"2020-02-03";"2023-02-01";93
13265;2022;"2022-08-01";"2023-02-01";93
13266;2023;"2023-02-01";"2023-02-01";93
13268;2022;"2022-07-01";"2023-02-01";93
13269;2023;"2023-02-01";"2023-02-01";93
13270;2023;"2023-02-01";"2023-02-01";93
13271;2022;"2022-07-01";"2023-02-01";93
13273;2022;"2022-05-03";"2023-02-01";93
13286;2022;"2022-03-02";"2023-02-01";93
13288;2022;"2022-11-02";"2023-02-01";93
13289;2023;"2023-01-02";"2023-02-01";93
13298;2023;"2023-01-02";"2023-02-01";93
13304;2022;"2022-09-01";"2023-02-01";93
13306;2022;"2022-11-02";"2023-02-01";93
13313;2023;"2023-01-02";"2023-02-01";93
13314;2022;"2022-09-01";"2023-02-01";93
13316;2022;"2022-10-01";"2023-02-01";93
13330;2022;"2022-10-01";"2023-02-01";93
13338;2023;"2023-01-02";"2023-02-01";93
13343;2022;"2022-11-02";"2023-02-01";93
13345;2023;"2023-01-02";"2023-02-01";93
13347;2022;"2022-04-01";"2023-02-01";93
13363;2023;"2023-02-01";"2023-02-01";93
13364;2023;"2023-02-01";"2023-02-01";93
13365;2022;"2022-02-01";"2023-02-01";93
13370;2022;"2022-09-01";"2023-02-01";93
13385;2023;"2023-02-01";"2023-02-01";93
13393;2023;"2023-02-01";"2023-02-01";93
13399;2023;"2023-02-01";"2023-02-01";93
13420;2022;"2022-11-02";"2023-02-01";93
13428;2022;"2022-08-01";"2023-02-01";93
13432;2023;"2023-01-02";"2023-02-01";93
13433;2022;"2022-04-01";"2023-02-01";93
13438;2023;"2023-02-01";"2023-02-01";93
13439;2022;"2022-09-01";"2023-02-01";93
13443;2023;"2023-02-01";"2023-02-01";93
13448;2023;"2023-02-01";"2023-02-01";93
13449;2023;"2023-02-01";"2023-02-01";93
13451;2022;"2022-09-01";"2023-02-01";93
13453;2022;"2022-04-01";"2023-02-01";93
13460;2023;"2023-02-01";"2023-02-01";93
13462;2019;"2019-12-02";"2023-02-01";93
13463;2002;"2002-01-01";"2023-02-01";93
13476;2022;"2022-12-01";"2023-02-01";93
13484;2022;"2022-03-02";"2023-02-01";93
13485;2022;"2022-09-01";"2023-02-01";93
13486;2022;"2022-08-01";"2023-02-01";93
13490;2022;"2022-08-01";"2023-02-01";93
13506;2022;"2022-12-01";"2023-02-01";93
13507;2022;"2022-03-02";"2023-02-01";93
13516;2022;"2022-09-01";"2023-02-01";93
13529;2023;"2023-02-01";"2023-02-01";93
13530;2022;"2022-11-02";"2023-02-01";93
13531;2023;"2023-01-02";"2023-02-01";93
13542;2023;"2023-02-01";"2023-02-01";93
13543;2023;"2023-02-01";"2023-02-01";93
13552;2023;"2023-02-01";"2023-02-01";93
13560;2022;"2022-12-01";"2023-02-01";93
13574;2022;"2022-08-01";"2023-02-01";93
13575;2023;"2023-02-01";"2023-02-01";93
13583;2002;"2002-01-01";"2023-02-01";93
13598;2020;"2020-10-01";"2023-02-01";93
13603;2023;"2023-02-01";"2023-02-01";93
13608;2022;"2022-07-01";"2023-02-01";93
13616;2023;"2023-02-01";"2023-02-01";93
13622;2006;"2006-08-01";"2023-02-01";93
13623;2021;"2021-08-02";"2023-02-01";93
13625;2022;"2022-02-01";"2023-02-01";93
13627;2022;"2022-08-01";"2023-02-01";93
13628;2023;"2023-02-01";"2023-02-01";93
13634;2023;"2023-02-01";"2023-02-01";93
13635;2022;"2022-04-01";"2023-02-01";93
13636;2021;"2021-08-02";"2023-02-01";93
13639;2023;"2023-01-02";"2023-02-01";93
13689;2023;"2023-02-01";"2023-02-01";93
13695;2022;"2022-08-01";"2023-02-01";93
13696;2017;"2017-08-01";"2023-02-01";93
13699;2022;"2022-11-02";"2023-02-01";93
13703;2022;"2022-11-02";"2023-02-01";93
13706;2022;"2022-10-01";"2023-02-01";93
13712;2022;"2022-12-01";"2023-02-01";93
13714;2018;"2018-02-05";"2023-02-01";93
13722;2022;"2022-11-02";"2023-02-01";93
13723;2023;"2023-01-02";"2023-02-01";93
13724;2023;"2023-02-01";"2023-02-01";93
13727;2022;"2022-02-01";"2023-02-01";93
13728;2022;"2022-10-01";"2023-02-01";93
13729;2023;"2023-01-02";"2023-02-01";93
13739;2023;"2023-01-02";"2023-02-01";93
13742;2022;"2022-09-01";"2023-02-01";93
13765;2023;"2023-02-01";"2023-02-01";93
13766;2022;"2022-09-01";"2023-02-01";93
13767;2023;"2023-02-01";"2023-02-01";93
13768;2022;"2022-04-01";"2023-02-01";93
13769;2023;"2023-02-01";"2023-02-01";93
